model,pair_id,error_type,cosine_score,threshold,report_a_id,report_b_id,title_a,title_b,component_a,component_b
bm25_baseline,pair_1574,false_negative,0.320163,0.7,sdk_broken_image_08,sdk_broken_image_09,"Product image not load, show broken picture icon",Headphones image 404,product,product
bm25_baseline,pair_1485,false_negative,0.574109,0.7,sdk_form_crash_00,sdk_form_crash_01,Form validation crash: Cannot read properties of undefined (reading 'toUpperCase,Empty checkout form submission causes TypeError in name parsing,checkout,checkout
bm25_baseline,pair_2018,false_negative,0.24873,0.7,sdk_rate_limit_429_05,sdk_rate_limit_429_09,sent a bunch of api reqests realy fast and some faild,Rapid API requests — mixed failures,api,api
bm25_baseline,pair_1696,false_negative,0.59359,0.7,sdk_stack_overflow_04,sdk_stack_overflow_06,Browser tab crashes from recursive render,Application crashes with 'Maximum call stack' error,feed,feed
bm25_baseline,pair_0815,false_negative,0.311714,0.7,syn_a11y_focus_trap_00,syn_a11y_focus_trap_03,Keyboard focus escapes dialog and moves to background elements,Screen reader can access content behind open modal,css_ui,css_ui
bm25_baseline,pair_1662,false_negative,0.568441,0.7,sdk_json_parse_crash_07,sdk_json_parse_crash_08,JSON deserialization failure: preferences API response is malformed,"API send broken JSON, settings page crash when try to parse",api,api
bm25_baseline,pair_1486,false_negative,0.587709,0.7,sdk_form_crash_00,sdk_form_crash_02,Form validation crash: Cannot read properties of undefined (reading 'toUpperCase,Unhandled TypeError: name field validation assumes non-empty input,checkout,checkout
bm25_baseline,pair_2363,false_negative,0.476092,0.7,sdk_layout_shift_02,sdk_layout_shift_09,CLS violation: promotional banner injected without space reservation,120px layout shift from late banner,modal,modal
bm25_baseline,pair_0984,false_negative,0.341937,0.7,syn_notification_permission_05,syn_notification_permission_08,notifcattion permisson dialog pops up on evry pagge lod,"Notification asking permission many time, user already say no",ui_interaction,ui_interaction
bm25_baseline,pair_0898,false_negative,0.210995,0.7,syn_useeffect_loop_06,syn_useeffect_loop_09,Maximum update depth exceeded in profile component,useEffect infinite loop on profile edit — page freezes,react_specific,react_specific
bm25_baseline,pair_0048,false_negative,0.117737,0.7,syn_checkout_coupon_06,syn_checkout_coupon_08,Checkout regression: discount codes disable submit,Payment button frozen after promo applied,ui_interaction,ui_interaction
bm25_baseline,pair_2111,false_negative,0.328758,0.7,sdk_long_task_06,sdk_long_task_09,Application becomes unresponsive for several seconds,3s main thread block — UI frozen,feed,feed
bm25_baseline,pair_1958,false_negative,0.466704,0.7,sdk_unauthorized_401_02,sdk_unauthorized_401_09,HTTP 401 on authenticated endpoint: invalid or expired JWT,401 on protected endpoint — expired token,auth,auth
bm25_baseline,pair_1590,false_negative,0.386689,0.7,sdk_rage_clicks_01,sdk_rage_clicks_08,Submit Order button is completely unresponsive to clicks,"Button for submit order not work, I click many time nothing happen",orders,orders
bm25_baseline,pair_0247,false_negative,0.264804,0.7,syn_search_empty_state_01,syn_search_empty_state_07,Empty state flickers during search input,Debounced search shows intermediate empty state,state_management,state_management
bm25_baseline,pair_1064,false_negative,0.210911,0.7,syn_geolocation_timeout_03,syn_geolocation_timeout_08,Map always shows New York even though I'm in LA,"Map not detect my location, always show default city",network_error,network_error
bm25_baseline,pair_2246,false_negative,0.521637,0.7,sdk_storage_quota_06,sdk_storage_quota_09,App fails to save preferences — shows no error to user,localStorage quota exceeded,cache,cache
bm25_baseline,pair_1386,false_negative,0.151473,0.7,sdk_checkout_crash_05,sdk_checkout_crash_07,chekout form crashes when procesing payemnt,QA: checkout submit triggers unhandled TypeError in payment flow,checkout,checkout
bm25_baseline,pair_0014,false_negative,0.222916,0.7,syn_checkout_coupon_00,syn_checkout_coupon_07,Checkout button unresponsive after coupon applied,Bug: impossible to order when coupon is used,ui_interaction,ui_interaction
bm25_baseline,pair_0143,false_negative,0.332406,0.7,syn_dark_mode_flash_00,syn_dark_mode_flash_01,White flash when navigating between pages in dark mode,FOUC in dark theme during navigation,css_ui,css_ui
bm25_baseline,pair_2015,false_negative,0.406374,0.7,sdk_rate_limit_429_05,sdk_rate_limit_429_06,sent a bunch of api reqests realy fast and some faild,"Application sends too many requests at once, some fail",api,api
bm25_baseline,pair_1825,false_negative,0.578813,0.7,sdk_invalid_date_03,sdk_invalid_date_05,Date picker crashes on invalid input,date pickr crashes when you type a bad date like 2024-13-45,datepicker,datepicker
bm25_baseline,pair_1786,false_negative,0.597921,0.7,sdk_array_bounds_04,sdk_array_bounds_06,Array off-by-one bug crashes item list,Item list crashes when trying to format the last element,list,list
bm25_baseline,pair_1313,false_negative,0.156701,0.7,syn_service_worker_stale_00,syn_service_worker_stale_09,App shows outdated content after deploy — service worker cache stale,SW serves stale content after deploy,state_management,state_management
bm25_baseline,pair_1827,false_negative,0.47293,0.7,sdk_invalid_date_03,sdk_invalid_date_07,Date picker crashes on invalid input,Input sanitization gap: date field passes invalid string to Date constructor,datepicker,datepicker
bm25_baseline,pair_1235,false_negative,0.373823,0.7,syn_video_autoplay_blocked_02,syn_video_autoplay_blocked_05,Unhandled play() rejection: video autoplay fails without fallback UI,"homepagee vido is just a lack rectangel, nothing plays",ui_interaction,ui_interaction
bm25_baseline,pair_1400,false_negative,0.467606,0.7,sdk_api_500_00,sdk_api_500_06,Product API failure: API returned 404 ,Customer complaint: product catalog shows empty page,product,product
bm25_baseline,pair_0940,false_negative,0.147078,0.7,syn_clipboard_paste_crash_05,syn_clipboard_paste_crash_09,pasteing from word ito name feild crashess the page,Paste crash in profile form,js_error,js_error
bm25_baseline,pair_2337,false_negative,0.652403,0.7,sdk_zindex_conflict_07,sdk_zindex_conflict_08,CSS z-index conflict: dropdown at z-50 rendered below fixed nav at z-100,"Dropdown menu go behind navigation, cannot click menu item",table,table
bm25_baseline,pair_0423,false_negative,0.604586,0.7,syn_form_validation_race_01,syn_form_validation_race_05,Double submit sends two API requests,clicking submit fast sends the frm wtice,state_management,state_management
bm25_baseline,pair_0271,false_negative,0.268482,0.7,syn_search_empty_state_05,syn_search_empty_state_09,ssearch bar shows no results message whhiile typing,Flicker in search — empty state shows between results,state_management,state_management
bm25_baseline,pair_0660,false_negative,0.219648,0.7,syn_react_key_warning_03,syn_react_key_warning_06,Performance issue: list uses index as key,Index-based keys cause animation state loss in list,react_specific,react_specific
bm25_baseline,pair_1459,false_negative,0.352376,0.7,sdk_slow_page_02,sdk_slow_page_05,Performance degradation: orders view exceeds 4x latency threshold,"orders page takes forver to load, spinner just sits there",orders,orders
bm25_baseline,pair_2247,false_negative,0.490459,0.7,sdk_storage_quota_07,sdk_storage_quota_08,Storage capacity: localStorage.setItem fails on 6MB payload (5MB browser limit),"LocalStorage full, cannot save data, no error message to user",cache,cache
bm25_baseline,pair_0358,false_negative,0.229456,0.7,syn_date_picker_timezone_05,syn_date_picker_timezone_08,date picker off by one day for soe users,Datepicker timezone handling: UTC+ users see previous day,js_error,js_error
bm25_baseline,pair_0490,false_negative,0.203331,0.7,syn_image_lazy_load_04,syn_image_lazy_load_09,IntersectionObserver misses images during fast scroll,Grey placeholder images persist after fast scrolling,performance,performance
bm25_baseline,pair_1791,false_negative,0.55456,0.7,sdk_array_bounds_05,sdk_array_bounds_07,"list crashes on last item, array index is off by one","Array bounds error: items[items.length] returns undefined, not last element",list,list
bm25_baseline,pair_1480,false_negative,0.357307,0.7,sdk_slow_page_06,sdk_slow_page_08,Poor user experience: orders page has unacceptable load time,"Order page very slow to load, take 4 second with spinner",orders,orders
bm25_baseline,pair_0937,false_negative,0.151813,0.7,syn_clipboard_paste_crash_05,syn_clipboard_paste_crash_06,pasteing from word ito name feild crashess the page,Profile form unhandled exception on clipboard paste event,js_error,js_error
bm25_baseline,pair_1768,false_negative,0.425828,0.7,sdk_array_bounds_01,sdk_array_bounds_06,Off-by-one error: accessing array element beyond length,Item list crashes when trying to format the last element,list,list
bm25_baseline,pair_1047,false_negative,0.340343,0.7,syn_geolocation_timeout_01,syn_geolocation_timeout_04,Store locator defaults to NYC — geolocation silently fails,Location nt working on store finder,network_error,network_error
bm25_baseline,pair_0797,false_negative,0.181157,0.7,syn_stale_cache_03,syn_stale_cache_09,Outdated numbers on dashboard after new release,Users see stale dashboard data after new deployment,state_management,state_management
bm25_baseline,pair_2222,false_negative,0.511638,0.7,sdk_storage_quota_02,sdk_storage_quota_03,DOMException QuotaExceededError: localStorage capacity exceeded by cache entry,Can't save data — storage is full,cache,cache
bm25_baseline,pair_1617,false_negative,0.373723,0.7,sdk_rage_clicks_07,sdk_rage_clicks_08,UX issue: rage clicks detected on unresponsive order submit CTA,"Button for submit order not work, I click many time nothing happen",orders,orders
bm25_baseline,pair_1809,false_negative,0.668172,0.7,sdk_invalid_date_01,sdk_invalid_date_02,RangeError when calling toISOString on invalid Date object,Date validation missing: malformed input causes RangeError in toISOString,datepicker,datepicker
bm25_baseline,pair_2270,false_negative,0.662222,0.7,sdk_stale_closure_02,sdk_stale_closure_06,"Stale closure bug: handler captures initial state, misses 5 updates",Display shows incorrect count after multiple updates,forms,forms
bm25_baseline,pair_1868,false_negative,0.331631,0.7,sdk_cors_error_02,sdk_cors_error_09,CORS policy violation: cross-origin request rejected by browser,CORS blocks external API fetch,api,api
bm25_baseline,pair_0758,false_negative,0.193952,0.7,syn_animation_jank_04,syn_animation_jank_09,Accordion animation: poor CLS on mobile,Accordion animation stutters on low-end devices,performance,performance
bm25_baseline,pair_0966,false_negative,0.286348,0.7,syn_notification_permission_02,syn_notification_permission_05,Repeated Notification.requestPermission() calls ignore user denial,notifcattion permisson dialog pops up on evry pagge lod,ui_interaction,ui_interaction
bm25_baseline,pair_1281,false_negative,0.555848,0.7,syn_chart_resize_overflow_02,syn_chart_resize_overflow_07,Chart.js container overflow: ResizeObserver not triggering chart update,Chart canvas ignores container resize: missing ResizeObserver or responsive opti,css_ui,css_ui
bm25_baseline,pair_1165,false_negative,0.247126,0.7,syn_drag_drop_ghost_06,syn_drag_drop_ghost_07,Visual glitch: drag preview overlay blocks kanban board interaction,Kanban DnD: dragend handler doesn't remove preview clone from DOM,css_ui,css_ui
bm25_baseline,pair_0340,false_negative,0.384425,0.7,syn_date_picker_timezone_02,syn_date_picker_timezone_05,Date off by one day in Asian timezones,date picker off by one day for soe users,js_error,js_error
bm25_baseline,pair_0511,false_negative,0.263967,0.7,syn_ssr_hydration_mismatch_01,syn_ssr_hydration_mismatch_03,Next.js hydration error: server/client price mismatch,Price rendering differs between server and client,react_specific,react_specific
bm25_baseline,pair_0046,false_negative,0.115564,0.7,syn_checkout_coupon_05,syn_checkout_coupon_09,klick on 'place ordeer' does nothin with coupon,Оформление заказа не работает с купоном,ui_interaction,ui_interaction
bm25_baseline,pair_1499,false_negative,0.493842,0.7,sdk_form_crash_01,sdk_form_crash_07,Empty checkout form submission causes TypeError in name parsing,Form validation missing: empty name field triggers TypeError on split,checkout,checkout
bm25_baseline,pair_1949,false_negative,0.488537,0.7,sdk_unauthorized_401_01,sdk_unauthorized_401_07,Protected endpoint rejects request with expired bearer token,Bearer token validation failure: 401 on GET to protected resource,auth,auth
bm25_baseline,pair_2282,false_negative,0.63026,0.7,sdk_stale_closure_04,sdk_stale_closure_07,Handler shows wrong value — stale state,React closure gotcha: handler captures stale reference to counter state,forms,forms
bm25_baseline,pair_1030,false_negative,0.167727,0.7,syn_table_sort_nan_05,syn_table_sort_nan_09,sorting transctios by ammount shows NaN everwhere,Amount sort shows NaN,js_error,js_error
bm25_baseline,pair_1269,false_negative,0.559454,0.7,syn_chart_resize_overflow_01,syn_chart_resize_overflow_02,Revenue chart overflows card container after browser resize,Chart.js container overflow: ResizeObserver not triggering chart update,css_ui,css_ui
bm25_baseline,pair_1248,false_negative,0.366237,0.7,syn_video_autoplay_blocked_04,syn_video_autoplay_blocked_07,"Hero video dosen't play, just blackk","Video autoplay policy: play() DOMException not caught, no poster fallback",ui_interaction,ui_interaction
bm25_baseline,pair_0283,false_negative,0.276535,0.7,syn_modal_scroll_lock_00,syn_modal_scroll_lock_06,Background page scrolls when modal is open on iOS,Modal scroll containment fails on iOS WebKit,css_ui,css_ui
bm25_baseline,pair_0459,false_negative,0.306255,0.7,syn_image_lazy_load_00,syn_image_lazy_load_04,Images fail to load when scrolling quickly in product gallery,IntersectionObserver misses images during fast scroll,performance,performance
bm25_baseline,pair_1267,false_negative,0.505177,0.7,syn_chart_resize_overflow_00,syn_chart_resize_overflow_08,Dashboard chart overflows container on window resize,"Chart go outside container when change window size, overlap other widget",css_ui,css_ui
bm25_baseline,pair_0059,false_negative,0.464707,0.7,syn_login_csrf_00,syn_login_csrf_07,Login fails with 403 Forbidden after session timeout,Stale form token blocks authentication,network_error,network_error
bm25_baseline,pair_0386,false_negative,0.3301,0.7,syn_websocket_reconnect_02,syn_websocket_reconnect_06,Live updates break after network interruption,WebSocket CLOSED state not handled on network recovery,network_error,network_error
bm25_baseline,pair_0840,false_negative,0.154725,0.7,syn_a11y_focus_trap_03,syn_a11y_focus_trap_08,Screen reader can access content behind open modal,a11y focus trap missing on modal component,css_ui,css_ui
bm25_baseline,pair_1935,false_negative,0.554927,0.7,sdk_unauthorized_401_00,sdk_unauthorized_401_01,401 Unauthorized: authentication failed,Protected endpoint rejects request with expired bearer token,auth,auth
bm25_baseline,pair_0785,false_negative,0.230613,0.7,syn_stale_cache_02,syn_stale_cache_03,Service worker serves stale API responses,Outdated numbers on dashboard after new release,state_management,state_management
bm25_baseline,pair_1343,false_negative,0.076738,0.7,syn_service_worker_stale_05,syn_service_worker_stale_09,"users see old versioon of app after we depoly new one, have to hard refesh",SW serves stale content after deploy,state_management,state_management
bm25_baseline,pair_1562,false_negative,0.32224,0.7,sdk_broken_image_04,sdk_broken_image_07,Product photo not loading — 404,Asset 404: headphones.png not found on image server,product,product
bm25_baseline,pair_0684,false_negative,0.28921,0.7,syn_oauth_redirect_loop_00,syn_oauth_redirect_loop_06,Infinite redirect loop after OAuth login with Google,Cross-site cookie rejection breaks OAuth flow,network_error,network_error
bm25_baseline,pair_1699,false_negative,0.589727,0.7,sdk_stack_overflow_04,sdk_stack_overflow_09,Browser tab crashes from recursive render,Stack overflow from render loop,feed,feed
bm25_baseline,pair_1917,false_negative,0.29046,0.7,sdk_network_timeout_03,sdk_network_timeout_07,API call timed out — request aborted,Network failure: AbortController triggered after 2s timeout on unresponsive endp,api,api
bm25_baseline,pair_2206,false_negative,0.598828,0.7,sdk_storage_quota_00,sdk_storage_quota_02,localStorage quota exceeded: QuotaExceededError,DOMException QuotaExceededError: localStorage capacity exceeded by cache entry,cache,cache
bm25_baseline,pair_1892,false_negative,0.357693,0.7,sdk_network_timeout_00,sdk_network_timeout_03,Network request failed: AbortError,API call timed out — request aborted,api,api
bm25_baseline,pair_0920,false_negative,0.367888,0.7,syn_clipboard_paste_crash_02,syn_clipboard_paste_crash_04,Input field crashes when pasting from Word or Google Docs,Form breaks when pasting formatted text,js_error,js_error
bm25_baseline,pair_1893,false_negative,0.278074,0.7,sdk_network_timeout_00,sdk_network_timeout_04,Network request failed: AbortError,Network request just hangs and then fails,api,api
bm25_baseline,pair_1549,false_negative,0.296304,0.7,sdk_broken_image_02,sdk_broken_image_05,Missing asset: headphones.png returns HTTP 404 from CDN,"headphones prodcut image is broken, shows 404 error",product,product
bm25_baseline,pair_0461,false_negative,0.259723,0.7,syn_image_lazy_load_00,syn_image_lazy_load_06,Images fail to load when scrolling quickly in product gallery,Lazy loading race: images stuck in placeholder state,performance,performance
bm25_baseline,pair_2010,false_negative,0.41446,0.7,sdk_rate_limit_429_04,sdk_rate_limit_429_05,API chokes on rapid requests,sent a bunch of api reqests realy fast and some faild,api,api
bm25_baseline,pair_1096,false_negative,0.405459,0.7,syn_pdf_export_blank_01,syn_pdf_export_blank_08,Exported PDF has blank pages after page 2,"PDF export make blank page for long report, short report is OK",js_error,js_error
bm25_baseline,pair_1028,false_negative,0.393348,0.7,syn_table_sort_nan_05,syn_table_sort_nan_07,sorting transctios by ammount shows NaN everwhere,Sort comparator doesn't strip currency formatting before numeric parse,js_error,js_error
bm25_baseline,pair_1302,false_negative,0.40261,0.7,syn_chart_resize_overflow_07,syn_chart_resize_overflow_08,Chart canvas ignores container resize: missing ResizeObserver or responsive opti,"Chart go outside container when change window size, overlap other widget",css_ui,css_ui
bm25_baseline,pair_1406,false_negative,0.415602,0.7,sdk_api_500_01,sdk_api_500_04,Product listing fails to load — API returns error status,"Can't see any products, API error",product,product
bm25_baseline,pair_1811,false_negative,0.524431,0.7,sdk_invalid_date_01,sdk_invalid_date_04,RangeError when calling toISOString on invalid Date object,Bad date input kills the page,datepicker,datepicker
bm25_baseline,pair_1360,false_negative,0.432955,0.7,sdk_checkout_crash_01,sdk_checkout_crash_03,Payment processing throws TypeError on undefined handler,Checkout crashes when you try to pay,checkout,checkout
bm25_baseline,pair_0216,false_negative,0.128213,0.7,syn_file_upload_crash_03,syn_file_upload_crash_08,FileReader OOM on large attachments,Browser crash: RangeError in upload.js during big file upload,js_error,js_error
bm25_baseline,pair_1290,false_negative,0.428296,0.7,syn_chart_resize_overflow_04,syn_chart_resize_overflow_05,Daashboar dchart overflows on rseize,chrt overflows its containr when resizing tthe browsr window,css_ui,css_ui
bm25_baseline,pair_0743,false_negative,0.381429,0.7,syn_animation_jank_02,syn_animation_jank_05,Janky animation: accordion uses height instead of transform,faq accordion is uspre laggy on my android phone,performance,performance
bm25_baseline,pair_1577,false_negative,0.126023,0.7,sdk_rage_clicks_00,sdk_rage_clicks_03,"Rage clicks detected: user clicked ""Submit Order"" 6 times",Submit button does nothing no matter how many times you click,orders,orders
bm25_baseline,pair_2267,false_negative,0.683475,0.7,sdk_stale_closure_02,sdk_stale_closure_03,"Stale closure bug: handler captures initial state, misses 5 updates",Counter shows 0 when it should be 5,forms,forms
bm25_baseline,pair_1227,false_negative,0.444765,0.7,syn_video_autoplay_blocked_01,syn_video_autoplay_blocked_04,Homepage hero video is a black rectangle — autoplay silently blocked,"Hero video dosen't play, just blackk",ui_interaction,ui_interaction
bm25_baseline,pair_0445,false_negative,0.399286,0.7,syn_form_validation_race_04,syn_form_validation_race_09,Double-cclick on register creates dulicate API callss,Form double-submit causes 422 error on registration,state_management,state_management
bm25_baseline,pair_1969,false_negative,0.360246,0.7,sdk_unauthorized_401_04,sdk_unauthorized_401_09,401 error on API call — token expired,401 on protected endpoint — expired token,auth,auth
bm25_baseline,pair_1975,false_negative,0.385732,0.7,sdk_unauthorized_401_06,sdk_unauthorized_401_08,Logged-in user gets 401 when accessing account data,"API return 401 error, user token not valid anymore",auth,auth
bm25_baseline,pair_2460,false_negative,0.616324,0.7,sdk_listener_leak_04,sdk_listener_leak_05,100 scroll listeners piled up — performance tanking,"scroll gets lagier the more you navigate, listners not cleand up",list,list
bm25_baseline,pair_1592,false_negative,0.184902,0.7,sdk_rage_clicks_02,sdk_rage_clicks_03,Dead click target: Submit Order button has no bound event handler,Submit button does nothing no matter how many times you click,orders,orders
bm25_baseline,pair_1771,false_negative,0.472175,0.7,sdk_array_bounds_01,sdk_array_bounds_09,Off-by-one error: accessing array element beyond length,Off-by-one: items[length] is undefined,list,list
bm25_baseline,pair_0365,false_negative,0.207171,0.7,syn_date_picker_timezone_08,syn_date_picker_timezone_09,Datepicker timezone handling: UTC+ users see previous day,Wrong day selected in date picker for Japan timezone,js_error,js_error
bm25_baseline,pair_2103,false_negative,0.619703,0.7,sdk_long_task_04,sdk_long_task_08,3-second freeze on the page,UI freeze 3 second because of heavy calculation on main thread,feed,feed
bm25_baseline,pair_0432,false_negative,0.414315,0.7,syn_form_validation_race_02,syn_form_validation_race_07,Race condition on form submit allows invalid data,No double-submit protection on signup form,state_management,state_management
bm25_baseline,pair_0810,false_negative,0.39535,0.7,syn_stale_cache_07,syn_stale_cache_08,Cache-first SW strategy breaks on redeploy,"Service worker: skipWaiting not called, cache persists",state_management,state_management
bm25_baseline,pair_2137,false_negative,0.297147,0.7,sdk_dom_explosion_02,sdk_dom_explosion_08,Synchronous insertion of 5000 nodes: forced reflow and render jank,"Gallery add 5000 element to page at same time, very slow",gallery,gallery
bm25_baseline,pair_0252,false_negative,0.303341,0.7,syn_search_empty_state_02,syn_search_empty_state_05,Search results flash empty state on each keystroke,ssearch bar shows no results message whhiile typing,state_management,state_management
bm25_baseline,pair_2159,false_negative,0.310565,0.7,sdk_dom_explosion_08,sdk_dom_explosion_09,"Gallery add 5000 element to page at same time, very slow","5000 DOM nodes, no virtualization — jank",gallery,gallery
bm25_baseline,pair_1243,false_negative,0.105219,0.7,syn_video_autoplay_blocked_03,syn_video_autoplay_blocked_07,Black box where the hero video should be,"Video autoplay policy: play() DOMException not caught, no poster fallback",ui_interaction,ui_interaction
bm25_baseline,pair_0775,false_negative,0.369625,0.7,syn_stale_cache_00,syn_stale_cache_07,Users see outdated dashboard data after deployment,Cache-first SW strategy breaks on redeploy,state_management,state_management
bm25_baseline,pair_0269,false_negative,0.209478,0.7,syn_search_empty_state_05,syn_search_empty_state_07,ssearch bar shows no results message whhiile typing,Debounced search shows intermediate empty state,state_management,state_management
bm25_baseline,pair_1005,false_negative,0.22187,0.7,syn_table_sort_nan_01,syn_table_sort_nan_06,Sorting transactions by amount shows NaN in sorted column,Data integrity issue: NaN values appear in sorted transaction table,js_error,js_error
bm25_baseline,pair_1523,false_negative,0.311289,0.7,sdk_form_crash_05,sdk_form_crash_09,submiting empty chekout form crashes insted of showing erorrs,Empty form submit crashes page,checkout,checkout
bm25_baseline,pair_2165,false_negative,0.447647,0.7,sdk_heavy_canvas_00,sdk_heavy_canvas_06,Memory-heavy canvas: 8000x8000 image processing,Browser slows down significantly after uploading an image,upload,upload
bm25_baseline,pair_1156,false_negative,0.386606,0.7,syn_drag_drop_ghost_04,syn_drag_drop_ghost_05,Drag prevew doesn't og ay after drop,dragging carsd on the board leaves ghos imagse that dont disapear,css_ui,css_ui
bm25_baseline,pair_0720,false_negative,0.186933,0.7,syn_oauth_redirect_loop_06,syn_oauth_redirect_loop_09,Cross-site cookie rejection breaks OAuth flow,Redirect loop after Google OAuth authentication,network_error,network_error
bm25_baseline,pair_0341,false_negative,0.235742,0.7,syn_date_picker_timezone_02,syn_date_picker_timezone_06,Date off by one day in Asian timezones,Date component: UTC conversion bug for positive offset timezones,js_error,js_error
bm25_baseline,pair_1279,false_negative,0.461807,0.7,syn_chart_resize_overflow_02,syn_chart_resize_overflow_05,Chart.js container overflow: ResizeObserver not triggering chart update,chrt overflows its containr when resizing tthe browsr window,css_ui,css_ui
bm25_baseline,pair_0319,false_negative,0.243439,0.7,syn_modal_scroll_lock_07,syn_modal_scroll_lock_08,Background scrollable during modal on iOS devices,iOS Safari ignores overflow:hidden when modal is shown,css_ui,css_ui
bm25_baseline,pair_0957,false_negative,0.135326,0.7,syn_notification_permission_01,syn_notification_permission_03,Browser notification prompt appears on every single page load,Notification popup won't stop appearing,ui_interaction,ui_interaction
bm25_baseline,pair_1381,false_negative,0.470515,0.7,sdk_checkout_crash_04,sdk_checkout_crash_06,Payment button kills the page,Unable to complete purchase — payment form crashes on submit,checkout,checkout
bm25_baseline,pair_0924,false_negative,0.33797,0.7,syn_clipboard_paste_crash_02,syn_clipboard_paste_crash_08,Input field crashes when pasting from Word or Google Docs,Crash when paste text from document to input,js_error,js_error
bm25_baseline,pair_0645,false_negative,0.497771,0.7,syn_react_key_warning_01,syn_react_key_warning_04,All todo items re-render when adding new item,Rect key warning + excessive re-rennders in todo list,react_specific,react_specific
bm25_baseline,pair_1537,false_negative,0.388982,0.7,sdk_broken_image_00,sdk_broken_image_08,Broken product image: 404 on headphones.png,"Product image not load, show broken picture icon",product,product
bm25_baseline,pair_0597,false_negative,0.2324,0.7,syn_dropdown_z_index_00,syn_dropdown_z_index_07,Dropdown menu appears behind the table header on scroll,z-index conflict: action dropdown vs sticky <thead>,css_ui,css_ui
bm25_baseline,pair_0622,false_negative,0.211408,0.7,syn_dropdown_z_index_04,syn_dropdown_z_index_08,Table row actions obscured bby sticky heaedr,CSS: dropdown z-index lower than sticky header,css_ui,css_ui
bm25_baseline,pair_1084,false_negative,0.443402,0.7,syn_pdf_export_blank_00,syn_pdf_export_blank_04,PDF export generates blank pages for reports longer than 2 pages,Long reports export as ostly blank PDFs,js_error,js_error
bm25_baseline,pair_0707,false_negative,0.319586,0.7,syn_oauth_redirect_loop_03,syn_oauth_redirect_loop_08,OAuth callback fails to set session — redirect loop,Cookie SameSite=Strict incompatible with OAuth redirect,network_error,network_error
bm25_baseline,pair_0996,false_negative,0.461356,0.7,syn_table_sort_nan_00,syn_table_sort_nan_05,Table column sort shows NaN for mixed numeric/string data,sorting transctios by ammount shows NaN everwhere,js_error,js_error
bm25_baseline,pair_1293,false_negative,0.409817,0.7,syn_chart_resize_overflow_04,syn_chart_resize_overflow_08,Daashboar dchart overflows on rseize,"Chart go outside container when change window size, overlap other widget",css_ui,css_ui
bm25_baseline,pair_0160,false_negative,0.159898,0.7,syn_dark_mode_flash_02,syn_dark_mode_flash_03,Screen flickers white between pages (dark mode),Dark mode: visible white gap during route change,css_ui,css_ui
bm25_baseline,pair_1170,false_negative,0.284417,0.7,syn_drag_drop_ghost_08,syn_drag_drop_ghost_09,"Drag card ghost not disappear after drop, block other card",Kanban drag ghost persists after drop,css_ui,css_ui
bm25_baseline,pair_1353,false_negative,0.454886,0.7,sdk_checkout_crash_00,sdk_checkout_crash_04,Checkout payment crash: Cannot read properties of undefined (reading 'processPay,Payment button kills the page,checkout,checkout
bm25_baseline,pair_0825,false_negative,0.40079,0.7,syn_a11y_focus_trap_01,syn_a11y_focus_trap_05,Tab key escapes modal dialog to background,can tab to elemets behiind the poppu with keyboard,css_ui,css_ui
bm25_baseline,pair_0523,false_negative,0.495823,0.7,syn_ssr_hydration_mismatch_02,syn_ssr_hydration_mismatch_08,SSR hydration fails on product prices,Next.js: throwOnHydrationMismatch for price display,react_specific,react_specific
bm25_baseline,pair_0348,false_negative,0.149966,0.7,syn_date_picker_timezone_03,syn_date_picker_timezone_07,Timezone bug in date selection component,Off-by-one date for timezones ahead of UTC,js_error,js_error
bm25_baseline,pair_2349,false_negative,0.500263,0.7,sdk_layout_shift_01,sdk_layout_shift_02,Late-loading banner causes 120px content layout shift,CLS violation: promotional banner injected without space reservation,modal,modal
bm25_baseline,pair_1090,false_negative,0.490157,0.7,syn_pdf_export_blank_01,syn_pdf_export_blank_02,Exported PDF has blank pages after page 2,html2canvas viewport limitation causes blank pages in PDF export,js_error,js_error
bm25_baseline,pair_1021,false_negative,0.139851,0.7,syn_table_sort_nan_03,syn_table_sort_nan_09,NaN showing up when I sort the amount column,Amount sort shows NaN,js_error,js_error
bm25_baseline,pair_1749,false_negative,0.567598,0.7,sdk_null_dom_06,sdk_null_dom_07,Profile section crashes when avatar container is not rendered,Conditional render gap: avatar container accessed before DOM insertion,profile,profile
bm25_baseline,pair_0946,false_negative,0.204296,0.7,syn_clipboard_paste_crash_08,syn_clipboard_paste_crash_09,Crash when paste text from document to input,Paste crash in profile form,js_error,js_error
bm25_baseline,pair_0310,false_negative,0.24413,0.7,syn_modal_scroll_lock_04,syn_modal_scroll_lock_08,Scroll leak through modal overay on mobile,iOS Safari ignores overflow:hidden when modal is shown,css_ui,css_ui
bm25_baseline,pair_0709,false_negative,0.414409,0.7,syn_oauth_redirect_loop_04,syn_oauth_redirect_loop_05,Google auth: SameSite cookie blocks session creation,stuck in redirect loop after google login,network_error,network_error
bm25_baseline,pair_0654,false_negative,0.275908,0.7,syn_react_key_warning_02,syn_react_key_warning_06,Missing key prop causes full list re-render,Index-based keys cause animation state loss in list,react_specific,react_specific
bm25_baseline,pair_0697,false_negative,0.541272,0.7,syn_oauth_redirect_loop_02,syn_oauth_redirect_loop_04,Endless redirect after Google sign-in,Google auth: SameSite cookie blocks session creation,network_error,network_error
